,case_id,continent,education_of_employee,has_job_experience,requires_job_training,no_of_employees,yr_of_estab,region_of_employment,prevailing_wage,unit_of_wage,full_time_position,case_status
14824,EZYV14825,Asia,Bachelor's,N,N,107540,1981,Midwest,98394.55,Year,Y,Certified
14825,EZYV14826,Asia,High School,Y,N,1950,2008,South,47734.94,Year,Y,Denied
14826,EZYV14827,Asia,Master's,N,N,3372,1999,Northeast,156225.89,Year,N,Denied
14827,EZYV14828,South America,Bachelor's,N,Y,3355,1847,South,152017.5,Year,Y,Certified
14828,EZYV14829,Asia,Bachelor's,Y,N,2893,2001,Island,73518.61,Year,Y,Certified
14829,EZYV14830,Asia,Bachelor's,N,N,2637,2010,Northeast,101617.86,Year,Y,Certified
14830,EZYV14831,Asia,Bachelor's,Y,N,2489,2004,Island,95667.83,Year,Y,Certified
14831,EZYV14832,Asia,High School,Y,N,507,2004,Midwest,196347.33,Year,Y,Denied
14832,EZYV14833,Asia,Master's,Y,N,2073,2010,Northeast,202685.79,Year,N,Denied
14833,EZYV14834,Asia,Master's,Y,N,1279,2007,Northeast,1221.08,Year,Y,Certified
14834,EZYV14835,North America,Bachelor's,Y,N,2291,2001,Northeast,112752.97,Year,Y,Denied
14835,EZYV14836,North America,Master's,N,N,703,1957,West,113785.83,Year,N,Certified
14836,EZYV14837,Asia,Bachelor's,N,N,81,1985,Northeast,55253.58,Year,N,Denied
14837,EZYV14838,Asia,Master's,N,N,6020,2002,Midwest,55874.49,Year,Y,Certified
14838,EZYV14839,Asia,Master's,Y,N,1988,1986,South,63879.94,Year,Y,Certified
14839,EZYV14840,Asia,Master's,Y,N,1474,2001,South,47262.59,Year,N,Certified
14840,EZYV14841,Europe,Master's,N,N,684,1949,Northeast,78456.54,Year,Y,Denied
14841,EZYV14842,North America,Bachelor's,Y,N,2259,2001,South,24481.12,Year,Y,Denied
14842,EZYV14843,Asia,Master's,Y,N,5274,1998,Northeast,35110.56,Year,Y,Certified
14843,EZYV14844,Asia,High School,Y,N,2905,2005,Midwest,87683.92,Year,Y,Denied
14844,EZYV14845,Europe,Master's,N,N,7607,1976,Northeast,47732.03,Year,Y,Denied
14845,EZYV14846,Asia,Master's,Y,N,6591,2001,West,47686.11,Year,Y,Certified
14846,EZYV14847,Asia,Master's,Y,N,1210,2004,Midwest,25513.92,Year,N,Certified
14847,EZYV14848,Asia,Bachelor's,Y,N,3916,2011,Midwest,127346.84,Year,Y,Denied
14848,EZYV14849,Asia,Master's,Y,N,2504,2005,Northeast,273426.75,Year,Y,Certified
14849,EZYV14850,Asia,Master's,Y,N,2377,2010,West,130396.39,Year,Y,Certified
14850,EZYV14851,Asia,Bachelor's,N,Y,7105,2004,South,60238.63,Year,Y,Certified
14851,EZYV14852,North America,Bachelor's,Y,N,1866,2005,West,112692.47,Year,Y,Certified
14852,EZYV14853,Europe,Master's,N,N,3534,2005,Northeast,46710.15,Year,Y,Certified
14853,EZYV14854,North America,Master's,Y,N,1518,1889,Midwest,121356.52,Year,Y,Certified
14854,EZYV14855,Asia,Bachelor's,Y,N,3537,1962,South,249850.51,Year,N,Certified
14855,EZYV14856,Europe,High School,N,Y,2150,1891,South,3729.75,Year,Y,Denied
14856,EZYV14857,Asia,High School,N,N,40,1999,Northeast,96079.69,Year,Y,Denied
14857,EZYV14858,Africa,Master's,N,N,4291,2001,West,5627.66,Year,Y,Certified
14858,EZYV14859,North America,Master's,Y,N,5146,1994,West,23929.41,Year,Y,Certified
14859,EZYV14860,Asia,Master's,N,N,4335,1999,Northeast,66529.99,Year,N,Certified
14860,EZYV14861,North America,Bachelor's,Y,N,1710,1997,Northeast,45698.43,Year,Y,Certified
14861,EZYV14862,Asia,Master's,N,N,515,1969,Northeast,11431.48,Year,Y,Certified
14862,EZYV14863,Asia,Master's,Y,N,2316,2008,Northeast,56721.39,Year,Y,Certified
14863,EZYV14864,Asia,High School,Y,N,2894,1869,South,261.0801,Hour,Y,Denied
14864,EZYV14865,Asia,Bachelor's,Y,N,2990,1947,West,121234.69,Year,Y,Certified
14865,EZYV14866,Asia,Master's,Y,N,5071,1993,West,82083.56,Year,Y,Certified
14866,EZYV14867,Asia,Doctorate,Y,Y,1997,1869,Midwest,185576.22,Year,Y,Certified
14867,EZYV14868,Asia,Bachelor's,N,N,1295,1873,South,133283.64,Year,Y,Denied
14868,EZYV14869,Asia,Bachelor's,N,N,2591,1986,Midwest,100761.17,Year,Y,Certified
14869,EZYV14870,North America,High School,N,N,2553,2001,South,124525.43,Year,Y,Denied
14870,EZYV14871,Asia,Bachelor's,Y,N,3916,1963,Northeast,97389.57,Year,Y,Denied
14871,EZYV14872,Europe,Bachelor's,N,Y,2005,1979,Northeast,131375.82,Year,Y,Denied
14872,EZYV14873,Asia,Bachelor's,N,N,2548,2007,Northeast,19400.7,Year,Y,Denied
14873,EZYV14874,Europe,Bachelor's,Y,N,3395,1998,Northeast,131001.97,Year,Y,Certified
14874,EZYV14875,Asia,Bachelor's,Y,N,1092,1963,Island,63801.37,Year,Y,Denied
14875,EZYV14876,Asia,High School,Y,N,2111,2007,Northeast,70362.99,Year,Y,Denied
14876,EZYV14877,Europe,High School,Y,N,2837,1892,Northeast,6816.23,Year,Y,Denied
14877,EZYV14878,Asia,Bachelor's,N,N,197,2000,West,322.705,Hour,Y,Denied
14878,EZYV14879,Asia,Bachelor's,Y,N,4875,1902,Midwest,69096.15,Year,N,Certified
14879,EZYV14880,Asia,Bachelor's,Y,N,1809,1989,Northeast,59815.88,Year,Y,Certified
14880,EZYV14881,Asia,Master's,N,N,2916,1963,West,20929.57,Year,Y,Certified
14881,EZYV14882,Asia,Master's,Y,N,1829,2001,Northeast,35984.8,Year,Y,Certified
14882,EZYV14883,Europe,Doctorate,Y,N,5468,1997,South,4643.31,Year,Y,Certified
14883,EZYV14884,Asia,High School,N,Y,2277,1988,West,119151.63,Year,Y,Denied
14884,EZYV14885,Asia,Master's,Y,N,1819,1993,Midwest,126350.08,Year,Y,Certified
14885,EZYV14886,Asia,Master's,N,N,2800,1995,South,75561.72,Year,Y,Denied
14886,EZYV14887,Europe,Master's,N,N,657,1989,Northeast,89667.25,Year,Y,Certified
14887,EZYV14888,Asia,Bachelor's,Y,N,4374,1985,Midwest,107692.42,Year,Y,Certified
14888,EZYV14889,Asia,Master's,Y,N,7775,1843,Northeast,136913.82,Year,Y,Certified
14889,EZYV14890,Europe,Doctorate,Y,N,280,2005,West,27026.92,Year,Y,Certified
14890,EZYV14891,South America,Doctorate,N,Y,3248,1998,Northeast,27711.0,Year,Y,Certified
14891,EZYV14892,Asia,Bachelor's,Y,N,1521,1992,Northeast,86771.51,Year,N,Denied
14892,EZYV14893,Asia,Master's,N,N,1860,2000,West,518.3827,Hour,Y,Denied
14893,EZYV14894,Asia,Bachelor's,Y,N,833,2007,Northeast,85801.9,Year,Y,Denied
14894,EZYV14895,Asia,Master's,N,N,1141,1896,Northeast,87793.94,Year,Y,Denied
14895,EZYV14896,Europe,Doctorate,Y,Y,5827,1989,Northeast,63920.53,Year,Y,Certified
14896,EZYV14897,Europe,Bachelor's,N,Y,1629,1855,Northeast,131630.7,Year,Y,Certified
14897,EZYV14898,Asia,Bachelor's,Y,N,9748,2009,South,81606.0,Year,Y,Certified
14898,EZYV14899,Asia,Bachelor's,Y,N,13804,1997,Northeast,88691.22,Year,Y,Certified
14899,EZYV14900,Asia,Doctorate,Y,Y,822,2011,West,24694.55,Year,Y,Certified
14900,EZYV14901,Europe,Master's,Y,N,2158,1985,Northeast,195129.39,Year,Y,Certified
14901,EZYV14902,Asia,High School,N,Y,648,1989,West,135507.21,Year,Y,Denied
14902,EZYV14903,Asia,High School,N,N,2296,1999,Midwest,130510.28,Year,Y,Denied
14903,EZYV14904,Europe,Bachelor's,N,Y,847,1999,West,7959.97,Year,Y,Certified
14904,EZYV14905,Asia,Bachelor's,Y,N,4330,2011,South,124988.32,Year,Y,Denied
14905,EZYV14906,Asia,Bachelor's,Y,N,1867,2000,Midwest,119376.44,Year,Y,Denied
14906,EZYV14907,Asia,Bachelor's,Y,N,3986,2008,Northeast,4156.21,Year,Y,Certified
14907,EZYV14908,Asia,Bachelor's,N,Y,1141,2011,South,42838.64,Year,Y,Certified
14908,EZYV14909,Asia,Bachelor's,N,N,3327,1878,Midwest,125661.75,Year,Y,Certified
14909,EZYV14910,Asia,Master's,N,Y,62,1969,South,98803.58,Year,Y,Certified
14910,EZYV14911,Europe,Doctorate,Y,N,3822,1997,South,38714.65,Year,Y,Certified
14911,EZYV14912,Asia,Master's,Y,N,4011,1855,Northeast,61174.44,Year,Y,Certified
14912,EZYV14913,Asia,Bachelor's,N,N,1249,1991,West,73468.26,Year,Y,Certified
14913,EZYV14914,Asia,High School,N,N,4179,2013,Northeast,37498.27,Year,Y,Denied
14914,EZYV14915,Asia,Master's,Y,N,1839,2005,Midwest,40695.87,Year,Y,Certified
14915,EZYV14916,Asia,High School,N,N,3532,1995,Northeast,102760.83,Year,Y,Denied
14916,EZYV14917,Asia,Bachelor's,Y,N,27068,2005,South,61388.04,Year,Y,Certified
14917,EZYV14918,Asia,Master's,N,N,2613,2013,Northeast,16.7318,Hour,Y,Denied
14918,EZYV14919,Asia,Master's,Y,N,1281,2008,Midwest,42851.38,Year,Y,Certified
14919,EZYV14920,North America,Bachelor's,N,N,419,2009,Midwest,107053.91,Year,Y,Certified
14920,EZYV14921,North America,Bachelor's,Y,N,1403,2005,South,106581.74,Year,N,Certified
14921,EZYV14922,Asia,Bachelor's,N,N,876,2006,West,166155.28,Year,Y,Certified
14922,EZYV14923,North America,Bachelor's,N,N,64,2005,Northeast,90650.03,Year,N,Denied
14923,EZYV14924,Asia,Bachelor's,Y,N,2912,1929,Midwest,128740.56,Year,Y,Certified
14924,EZYV14925,North America,Master's,N,N,1528,1989,Northeast,133824.8,Year,N,Certified
14925,EZYV14926,Africa,Doctorate,Y,N,3882,1984,Northeast,18442.17,Year,Y,Certified
14926,EZYV14927,Asia,Bachelor's,N,N,3340,1968,Northeast,98159.23,Year,Y,Denied
14927,EZYV14928,Europe,Master's,N,N,980,2010,Northeast,157.1777,Hour,Y,Denied
14928,EZYV14929,Asia,Bachelor's,N,N,2655,1838,Island,33698.57,Year,Y,Denied
14929,EZYV14930,Asia,Master's,N,N,1976,1977,South,100995.12,Year,N,Certified
14930,EZYV14931,Asia,Master's,N,N,4233,1857,West,37763.22,Year,Y,Certified
14931,EZYV14932,Europe,Master's,N,Y,4798,1989,Northeast,22869.08,Year,Y,Certified
14932,EZYV14933,Asia,High School,Y,N,10036,2000,Midwest,97029.72,Year,Y,Denied
14933,EZYV14934,Asia,Master's,Y,N,1011,1997,Northeast,135378.5,Year,Y,Certified
14934,EZYV14935,Asia,Bachelor's,Y,N,15680,1985,South,69944.96,Year,N,Certified
14935,EZYV14936,North America,Bachelor's,Y,N,4595,1969,Northeast,388.5618,Hour,Y,Denied
14936,EZYV14937,Asia,Bachelor's,Y,N,1263,2005,West,97113.42,Year,Y,Certified
14937,EZYV14938,North America,Master's,N,N,1960,1984,South,65672.81,Year,Y,Certified
14938,EZYV14939,Asia,Bachelor's,Y,N,3922,2006,Midwest,52463.16,Year,Y,Certified
14939,EZYV14940,Asia,Master's,Y,N,2845,1800,South,111896.8,Year,N,Certified
14940,EZYV14941,Asia,Master's,N,N,1954,2007,Midwest,59612.16,Year,Y,Certified
14941,EZYV14942,Asia,Bachelor's,Y,N,2755,2007,South,119351.61,Year,N,Certified
14942,EZYV14943,Asia,Bachelor's,Y,N,4084,1887,Northeast,1503.74,Year,Y,Certified
14943,EZYV14944,Asia,High School,N,N,2293,2006,Midwest,59258.81,Year,Y,Denied
14944,EZYV14945,Asia,Master's,Y,N,1959,1948,Midwest,739.9801,Hour,Y,Certified
14945,EZYV14946,Europe,Bachelor's,N,Y,486,1998,Northeast,37664.08,Year,Y,Certified
14946,EZYV14947,Asia,Bachelor's,N,N,533,1997,South,152133.71,Year,Y,Certified
14947,EZYV14948,Asia,Master's,N,N,470,1984,Midwest,134.15,Hour,Y,Certified
14948,EZYV14949,Asia,Master's,Y,N,2635,1988,South,10456.15,Year,Y,Certified
14949,EZYV14950,Asia,Master's,Y,N,21299,2012,Northeast,78975.71,Year,N,Denied
14950,EZYV14951,Europe,Master's,Y,N,3285,1992,South,210223.27,Year,Y,Certified
14951,EZYV14952,Asia,Doctorate,Y,N,1633,1996,Midwest,136430.17,Year,Y,Certified
14952,EZYV14953,Europe,High School,N,N,3336,2000,West,27253.73,Year,Y,Denied
14953,EZYV14954,Asia,Master's,Y,N,2119,1908,South,142216.47,Year,Y,Certified
14954,EZYV14955,South America,High School,N,N,4360,2009,West,55713.88,Year,Y,Denied
14955,EZYV14956,Asia,Master's,N,Y,2934,2013,South,97524.4,Year,Y,Certified
14956,EZYV14957,Asia,Bachelor's,N,Y,1952,1985,West,77897.74,Year,Y,Certified
14957,EZYV14958,Asia,Master's,Y,N,1654,1904,West,17267.71,Year,Y,Certified
14958,EZYV14959,Asia,Bachelor's,N,N,478,2000,South,153040.93,Year,Y,Certified
14959,EZYV14960,Europe,Doctorate,N,N,1543,2012,Northeast,31526.14,Year,Y,Certified
14960,EZYV14961,Asia,Bachelor's,N,N,880,1838,Northeast,225.6105,Hour,Y,Certified
14961,EZYV14962,North America,Doctorate,Y,N,2831,2002,West,92765.43,Year,Y,Certified
14962,EZYV14963,Asia,Bachelor's,N,N,29396,1928,South,64053.68,Year,N,Denied
14963,EZYV14964,Europe,Doctorate,Y,N,3281,2010,Northeast,12446.61,Year,Y,Certified
14964,EZYV14965,Asia,Master's,Y,N,4704,1975,South,4545.14,Year,N,Denied
14965,EZYV14966,Asia,High School,Y,N,1863,1898,Midwest,68198.34,Year,Y,Denied
14966,EZYV14967,Asia,Bachelor's,Y,Y,1057,1979,West,112932.24,Year,Y,Certified
14967,EZYV14968,Asia,Master's,N,N,3476,1977,South,121930.45,Year,Y,Denied
14968,EZYV14969,Asia,Master's,Y,N,276,1993,Midwest,78387.82,Year,N,Denied
14969,EZYV14970,Asia,Master's,Y,N,3323,1849,Northeast,47093.1,Year,N,Certified
14970,EZYV14971,Asia,Bachelor's,N,Y,582,1998,South,46925.23,Year,Y,Certified
14971,EZYV14972,Europe,Master's,Y,Y,1331,2012,South,3612.03,Year,Y,Certified
14972,EZYV14973,Asia,Master's,Y,N,2838,1993,West,38073.74,Year,Y,Certified
14973,EZYV14974,Asia,Master's,Y,Y,1071,1993,West,53166.19,Year,Y,Certified
14974,EZYV14975,Asia,Bachelor's,N,Y,3118,1998,South,53131.63,Year,Y,Certified
14975,EZYV14976,Asia,Bachelor's,Y,N,1514,2010,West,145438.87,Year,Y,Denied
14976,EZYV14977,Asia,Master's,N,N,1744,2013,Northeast,77130.38,Year,N,Denied
14977,EZYV14978,Asia,Master's,Y,N,4265,1962,South,72826.87,Year,Y,Certified
14978,EZYV14979,Europe,Bachelor's,Y,N,531,2001,West,76545.92,Year,Y,Certified
14979,EZYV14980,Asia,Bachelor's,N,N,292,2013,West,19622.21,Year,Y,Certified
14980,EZYV14981,Asia,Bachelor's,Y,N,712,1991,West,79588.86,Year,Y,Certified
14981,EZYV14982,Europe,Master's,Y,N,5467,1911,South,128683.76,Year,Y,Certified
14982,EZYV14983,Asia,Master's,Y,N,674,1997,West,50969.31,Year,Y,Certified
14983,EZYV14984,Europe,Doctorate,Y,Y,2624,2013,Northeast,47009.84,Year,Y,Certified
14984,EZYV14985,Asia,Bachelor's,N,N,3684,2007,South,126189.3,Year,Y,Certified
14985,EZYV14986,Asia,Master's,N,N,3444,1968,South,798.4359,Hour,Y,Denied
14986,EZYV14987,Europe,Bachelor's,Y,N,1673,2010,Midwest,69522.6,Year,Y,Certified
14987,EZYV14988,Asia,High School,N,N,616,2005,South,595.9285,Hour,Y,Denied
14988,EZYV14989,Asia,Bachelor's,N,Y,1220,1992,Northeast,54931.4,Year,Y,Certified
14989,EZYV14990,Asia,Master's,Y,N,365,1995,South,44587.76,Year,Y,Certified
14990,EZYV14991,Asia,Bachelor's,Y,N,3213,2008,South,119483.69,Year,Y,Certified
14991,EZYV14992,Asia,Bachelor's,N,N,5816,2012,Northeast,98525.42,Year,Y,Denied
14992,EZYV14993,Asia,Bachelor's,N,N,154,2008,Northeast,130081.59,Year,Y,Certified
14993,EZYV14994,Asia,Bachelor's,Y,N,4255,2001,West,43594.41,Year,Y,Certified
14994,EZYV14995,Asia,Master's,Y,N,710,1993,Northeast,81665.79,Year,N,Certified
14995,EZYV14996,Asia,Master's,N,Y,12795,1984,Northeast,80769.63,Year,Y,Certified
14996,EZYV14997,Asia,Bachelor's,Y,N,4375,1976,Northeast,28778.83,Year,Y,Certified
14997,EZYV14998,Asia,Master's,N,N,1986,1993,West,25195.9,Year,Y,Denied
14998,EZYV14999,Asia,Bachelor's,N,Y,2293,2007,Northeast,64686.95,Year,Y,Denied
14999,EZYV15000,North America,Doctorate,N,N,118,2005,West,50606.42,Year,Y,Certified
15000,EZYV15001,North America,Master's,Y,N,1335,1898,Midwest,70897.05,Year,Y,Certified
15001,EZYV15002,North America,High School,Y,N,1525,1999,West,65110.36,Week,Y,Denied
15002,EZYV15003,Africa,Bachelor's,Y,N,172,2012,South,27282.01,Week,Y,Certified
15003,EZYV15004,Asia,Master's,Y,N,2418,2006,West,123438.97,Year,N,Certified
15004,EZYV15005,Asia,Master's,Y,N,367,1932,Northeast,1366.14,Year,Y,Certified
15005,EZYV15006,Asia,High School,N,N,650,1979,West,164473.31,Year,Y,Denied
15006,EZYV15007,Asia,Bachelor's,Y,N,4321,2009,South,94640.38,Year,N,Denied
15007,EZYV15008,Asia,Bachelor's,Y,Y,2571,1873,West,204119.97,Year,Y,Certified
15008,EZYV15009,North America,Bachelor's,Y,N,73,1998,Northeast,351.9575,Hour,Y,Denied
15009,EZYV15010,Europe,Bachelor's,N,N,1384,1988,West,100022.08,Year,Y,Certified
15010,EZYV15011,Africa,Bachelor's,N,N,1469,2009,South,98249.02,Year,Y,Certified
15011,EZYV15012,North America,Bachelor's,N,N,951,1872,Midwest,109942.93,Year,Y,Certified
15012,EZYV15013,Europe,Doctorate,Y,N,993,1948,Northeast,44464.15,Year,Y,Certified
15013,EZYV15014,Asia,Doctorate,Y,N,541,2001,Northeast,7423.02,Year,Y,Certified
15014,EZYV15015,Asia,Master's,Y,N,676,1963,Midwest,126293.71,Year,Y,Certified
15015,EZYV15016,North America,Master's,N,N,1438,1946,South,26064.82,Year,Y,Denied
15016,EZYV15017,Europe,High School,Y,N,4349,1864,South,57833.24,Year,Y,Denied
15017,EZYV15018,Asia,Master's,Y,N,1426,1999,Northeast,54028.03,Year,Y,Certified
15018,EZYV15019,Asia,Master's,Y,N,1839,2004,Northeast,3110.69,Year,Y,Certified
15019,EZYV15020,Asia,Bachelor's,Y,N,627,1855,Midwest,97507.77,Year,Y,Denied
15020,EZYV15021,Asia,Master's,N,Y,23653,2008,Northeast,155498.58,Year,Y,Certified
15021,EZYV15022,Asia,High School,N,N,3248,1994,Northeast,112790.25,Year,Y,Denied
15022,EZYV15023,Asia,Bachelor's,N,N,4488,1998,South,121368.12,Year,Y,Certified
15023,EZYV15024,Asia,Doctorate,N,N,2968,2013,Midwest,129095.51,Year,Y,Certified
15024,EZYV15025,Europe,Doctorate,Y,N,2640,1985,West,95153.69,Year,Y,Certified
15025,EZYV15026,Europe,High School,N,N,4986,1995,West,10865.39,Year,Y,Denied
15026,EZYV15027,Asia,Master's,Y,N,5578,2007,Northeast,73920.82,Year,Y,Certified
15027,EZYV15028,Asia,Master's,N,N,1514,1855,Northeast,33085.59,Year,Y,Denied
15028,EZYV15029,Asia,Master's,N,N,3531,1992,Midwest,214253.39,Year,Y,Certified
15029,EZYV15030,Asia,High School,N,N,1481,2004,Midwest,47625.06,Year,Y,Denied
15030,EZYV15031,Asia,Master's,Y,N,2643,2009,Midwest,143335.37,Year,N,Certified
15031,EZYV15032,Asia,Bachelor's,Y,N,1515,1997,West,43078.27,Year,Y,Certified
15032,EZYV15033,North America,Bachelor's,N,N,2142,2000,West,68351.99,Year,Y,Denied
15033,EZYV15034,North America,Master's,Y,N,3010,1998,West,32705.24,Year,Y,Denied
15034,EZYV15035,Europe,Bachelor's,Y,Y,4106,2010,Northeast,500.7,Year,Y,Certified
15035,EZYV15036,Asia,Master's,N,N,4973,1932,South,13585.39,Year,Y,Denied
15036,EZYV15037,North America,Master's,Y,N,1913,2005,Northeast,72818.51,Year,N,Certified
15037,EZYV15038,North America,Doctorate,N,N,4111,1889,Northeast,112337.91,Year,Y,Certified
15038,EZYV15039,North America,Bachelor's,Y,N,2539,2004,South,112584.24,Year,Y,Denied
15039,EZYV15040,Asia,Bachelor's,N,N,2462,1920,Northeast,99284.73,Year,Y,Certified
15040,EZYV15041,Asia,Master's,Y,N,5202,1994,Midwest,58569.8,Year,Y,Certified
15041,EZYV15042,Asia,Bachelor's,Y,N,604,2001,West,41510.81,Year,Y,Denied
15042,EZYV15043,Asia,Bachelor's,Y,N,3143,2000,Midwest,147481.01,Year,Y,Certified
15043,EZYV15044,Asia,Master's,N,N,709,2007,Midwest,562.492,Hour,N,Denied
15044,EZYV15045,Asia,Bachelor's,Y,N,879,1961,South,68421.06,Year,Y,Certified
15045,EZYV15046,Asia,Bachelor's,Y,N,1523,2005,Midwest,212779.75,Year,Y,Certified
15046,EZYV15047,Asia,Master's,Y,N,1872,2005,Northeast,77632.48,Year,Y,Certified
15047,EZYV15048,Asia,Bachelor's,N,N,3201,1998,South,67618.74,Year,Y,Certified
15048,EZYV15049,Asia,Master's,Y,N,342,1994,Northeast,29348.72,Year,Y,Certified
15049,EZYV15050,Asia,Bachelor's,N,N,3439,2009,Northeast,100770.58,Year,Y,Certified
15050,EZYV15051,Asia,Bachelor's,Y,N,3437,2007,Northeast,42185.68,Year,Y,Certified
15051,EZYV15052,Asia,Master's,N,N,3314,1975,South,72327.04,Year,Y,Certified
15052,EZYV15053,Africa,Master's,Y,N,158,1969,Northeast,73088.46,Year,Y,Certified
15053,EZYV15054,Asia,Master's,Y,N,505,2007,Island,60366.28,Year,Y,Certified
15054,EZYV15055,Asia,Doctorate,Y,N,3266,1991,West,142128.23,Year,Y,Certified
15055,EZYV15056,Asia,Bachelor's,N,N,172,2007,South,132922.73,Year,Y,Certified
15056,EZYV15057,Asia,High School,Y,N,2524,2015,Northeast,89344.1,Year,Y,Denied
15057,EZYV15058,Asia,Master's,N,N,381,2013,Midwest,76692.14,Year,Y,Certified
15058,EZYV15059,Europe,High School,N,Y,1413,2010,West,41427.4,Year,Y,Denied
15059,EZYV15060,North America,Master's,Y,N,2097,1976,Midwest,23198.72,Year,Y,Certified
15060,EZYV15061,Asia,Master's,N,N,852,1983,South,85414.98,Year,Y,Certified
15061,EZYV15062,Asia,Master's,Y,N,1788,1968,Northeast,124778.03,Year,Y,Certified
15062,EZYV15063,Asia,Bachelor's,Y,N,3334,1993,South,26560.26,Month,Y,Certified
15063,EZYV15064,Europe,Doctorate,Y,Y,816,2001,South,132634.15,Year,Y,Certified
15064,EZYV15065,Oceania,Doctorate,Y,N,16,2012,Midwest,62722.49,Year,N,Certified
15065,EZYV15066,Asia,Bachelor's,Y,N,1218,1924,Midwest,78506.57,Year,Y,Certified
15066,EZYV15067,Asia,Bachelor's,N,N,2204,1996,South,48067.19,Year,Y,Denied
15067,EZYV15068,Europe,Master's,Y,N,1699,1953,Northeast,24996.66,Year,Y,Certified
15068,EZYV15069,North America,Bachelor's,Y,N,264952,2003,Northeast,88841.12,Year,Y,Certified
15069,EZYV15070,Asia,Bachelor's,N,N,2190,1978,South,96577.88,Year,Y,Certified
15070,EZYV15071,Asia,High School,Y,N,2037,1971,Northeast,184961.5,Year,Y,Denied
15071,EZYV15072,Asia,Bachelor's,N,N,123,1974,West,32714.4,Year,Y,Denied
15072,EZYV15073,Asia,Bachelor's,Y,N,692,2005,Northeast,30896.18,Year,Y,Certified
15073,EZYV15074,Asia,High School,N,N,859,2005,Northeast,50125.03,Year,Y,Denied
15074,EZYV15075,Asia,Master's,N,N,2638,1961,West,41493.5,Year,Y,Certified
15075,EZYV15076,Asia,High School,Y,N,403,2003,Midwest,94323.04,Year,Y,Denied
15076,EZYV15077,Asia,Bachelor's,N,N,575,1998,West,145.17,Hour,Y,Certified
15077,EZYV15078,Asia,High School,N,N,2893,1981,Midwest,198143.18,Year,Y,Denied
15078,EZYV15079,Asia,Master's,Y,N,2378,2007,Northeast,129122.1,Year,N,Certified
15079,EZYV15080,Europe,Master's,Y,Y,198,2010,Northeast,94542.72,Year,Y,Certified
15080,EZYV15081,Asia,Bachelor's,N,N,668,1989,Northeast,158257.14,Year,Y,Certified
15081,EZYV15082,Asia,Master's,N,N,2402,2000,Midwest,20325.73,Year,Y,Certified
15082,EZYV15083,North America,High School,Y,N,3245,1953,Northeast,153157.61,Year,Y,Denied
15083,EZYV15084,Asia,Master's,Y,N,2466,2002,West,84480.19,Year,Y,Certified
15084,EZYV15085,Asia,Master's,Y,N,1508,2005,Northeast,104747.35,Year,N,Certified
15085,EZYV15086,North America,Bachelor's,N,N,76161,1985,Northeast,48391.44,Year,Y,Certified
15086,EZYV15087,Europe,Master's,N,N,112406,1935,South,55553.85,Year,Y,Certified
15087,EZYV15088,Asia,Master's,N,N,1453,2000,Midwest,16615.86,Year,Y,Certified
15088,EZYV15089,Asia,Doctorate,Y,N,1116,1999,Northeast,90494.35,Year,Y,Certified
15089,EZYV15090,Africa,Bachelor's,N,Y,389595,1989,West,24727.94,Year,Y,Certified
15090,EZYV15091,Asia,Bachelor's,N,N,3873,2011,West,286336.94,Year,Y,Denied
15091,EZYV15092,Asia,High School,N,N,318,1831,South,88883.13,Year,N,Denied
15092,EZYV15093,Europe,Master's,Y,N,1478,2004,Northeast,31592.69,Year,Y,Certified
15093,EZYV15094,Africa,Bachelor's,Y,N,2841,1993,South,139487.13,Year,Y,Certified
15094,EZYV15095,Asia,Master's,Y,N,464,2011,Northeast,112882.96,Year,Y,Certified
15095,EZYV15096,Asia,Bachelor's,Y,N,46359,2013,Island,101283.16,Year,N,Certified
15096,EZYV15097,Asia,High School,Y,N,3692,2013,Northeast,170.9434,Hour,Y,Denied
15097,EZYV15098,Asia,Bachelor's,N,Y,3627,1968,South,33969.49,Year,Y,Denied
15098,EZYV15099,Asia,Master's,N,N,4735,2004,Northeast,105092.66,Year,N,Denied
15099,EZYV15100,Asia,High School,Y,N,674,2002,South,149698.04,Year,Y,Denied
